,,MXWD,MXEF,MXWO,IBOV,VIX,TIPS
We,05/04/1989,125.34,160.44,510.88,0,,
Tu,04/04/1989,125.2,158.7,510.37,0,,
Mo,03/04/1989,124.08,157.18,505.79,0,,
,,,,,,,
Fr,31/03/1989,123.5,155.99,503.41,0,,
Th,30/03/1989,122.83,152.32,500.84,0,,
We,29/03/1989,122.61,151.06,500.01,0,,
Tu,28/03/1989,122,150.83,497.52,0,,
Mo,27/03/1989,120.46,151.22,491.24,0,,
,,,,,,,
Fr,24/03/1989,121.16,150.19,494.12,,,
Th,23/03/1989,121.59,150.18,495.91,,,
We,22/03/1989,121.08,149.94,493.81,0,,
Tu,21/03/1989,121.79,149.93,496.66,0,,
Mo,20/03/1989,121.04,150.85,493.55,0,,
,,,,,,,
Fr,17/03/1989,122.66,150.21,500.19,0,,
Th,16/03/1989,124.48,149.7,507.62,0,,
We,15/03/1989,124.28,147.94,506.95,0,,
Tu,14/03/1989,123.52,146.44,503.91,0,,
Mo,13/03/1989,122.95,146.04,501.55,0,,
,,,,,,,
Fr,10/03/1989,123.05,146.72,501.94,0,,
Th,09/03/1989,123.34,146.16,503.13,0,,
We,08/03/1989,124.09,144.46,506.24,0,,
Tu,07/03/1989,124.19,145.12,506.61,0,,
Mo,06/03/1989,124.29,144.91,506.95,0,,
,,,,,,,
Fr,03/03/1989,124.33,145.32,507.08,0,,
Th,02/03/1989,123.87,142.87,505.25,0,,
We,01/03/1989,123.46,142.08,503.6,0,,
Tu,28/02/1989,124.41,142.52,507.48,0,,
Mo,27/02/1989,124.72,142.92,508.74,0,,
,,,,,,,
Fr,24/02/1989,125.7,143.3,512.77,0,,
Th,23/02/1989,126.5,142.45,516.09,0,,
We,22/02/1989,125.91,142.16,513.71,0,,
Tu,21/02/1989,125.99,140.53,514.02,0,,
Mo,20/02/1989,127.04,139.3,518.34,0,,
,,,,,,,
Fr,17/02/1989,127.2,139.23,519.01,0,,
Th,16/02/1989,126.84,138.76,517.52,0,,
We,15/02/1989,127.16,138.24,518.87,0,,
Tu,14/02/1989,125.92,137.15,513.78,0,,
Mo,13/02/1989,125.28,137.21,511.11,0,,
,,,,,,,
Fr,10/02/1989,126.01,138.3,514.13,0,,
Th,09/02/1989,126.62,137.09,516.57,0,,
We,08/02/1989,126.64,137.03,516.59,0,,
Tu,07/02/1989,126.14,136.91,514.48,,,
Mo,06/02/1989,125.24,137.04,510.8,,,
,,,,,,,
Fr,03/02/1989,125.4,137.13,511.5,0,,
Th,02/02/1989,124.94,135.05,509.69,0,,
We,01/02/1989,124.73,133.58,508.9,0,,
Tu,31/01/1989,125.37,132.66,511.51,0,,
Mo,30/01/1989,125.29,132.29,511.23,0,,
,,,,,,,
Fr,27/01/1989,125.47,132.22,511.95,0,,
Th,26/01/1989,125.17,131.38,510.83,0,,
We,25/01/1989,124.79,131.01,509.29,0,,
Tu,24/01/1989,124.87,131.47,509.56,0,,
Mo,23/01/1989,123.08,132.2,502.18,0,,
,,,,,,,
Fr,20/01/1989,123.11,132.09,502.31,0,,
Th,19/01/1989,122.73,131,500.72,0,,
We,18/01/1989,123.82,132.21,505.11,0,,
Tu,17/01/1989,123.17,139.45,502.26,,,
Mo,16/01/1989,123.35,139.12,502.99,,,
,,,,,,,
Fr,13/01/1989,124.22,138.79,506.62,0,,
Th,12/01/1989,124.07,139.54,505.94,0,,
We,11/01/1989,123.68,138.05,504.41,0,,
Tu,10/01/1989,123.07,137.4,501.92,0,,
Mo,09/01/1989,122.18,136.59,498.27,0,,
,,,,,,,
Fr,06/01/1989,121.28,135.88,494.58,0,,
Th,05/01/1989,121.73,135.22,496.54,0,,
We,04/01/1989,121.87,134.4,497.1,0,,
Tu,03/01/1989,121.88,133.46,497.22,0,,
Mo,02/01/1989,121.39,134.36,495.11,0,,
,,,,,,,
Fr,30/12/1988,121.2,134.87,494.43,0,,
Th,29/12/1988,121,134.99,493.58,0,,
We,28/12/1988,120.51,134.4,491.6,0,,
Tu,27/12/1988,120.8,134.37,492.77,0,,
Mo,26/12/1988,120.66,136.13,492.09,0,,
,,,,,,,
Fr,23/12/1988,119.83,132.8,488.85,0,,
Th,22/12/1988,119.69,132.13,488.26,0,,
We,21/12/1988,119.48,130.89,487.45,0,,
Tu,20/12/1988,118.81,129.75,484.73,0,,
Mo,19/12/1988,119.23,128.02,486.5,0,,
,,,,,,,
Fr,16/12/1988,118.9,127.94,485.2,0,,
Th,15/12/1988,119.51,127.96,487.75,0,,
We,14/12/1988,120.04,128.54,489.92,0,,
Tu,13/12/1988,119.62,128.86,488.15,0,,
Mo,12/12/1988,120.04,128.94,489.93,0,,
,,,,,,,
Fr,09/12/1988,120.65,128.83,492.45,0,,
Th,08/12/1988,120.48,128.37,491.72,0,,
We,07/12/1988,120.8,127.47,493,0,,
Tu,06/12/1988,120.99,127.66,493.81,0,,
Mo,05/12/1988,120.61,128.77,492.19,0,,
,,,,,,,
Fr,02/12/1988,119.73,130.31,488.49,0,,
Th,01/12/1988,120.3,131.05,490.85,0,,
We,30/11/1988,120.31,131.76,490.8,0,,
Tu,29/11/1988,119.6,131.08,487.84,0,,
Mo,28/11/1988,118.4,130.94,482.94,0,,
,,,,,,,
Fr,25/11/1988,119.85,133.1,488.84,0,,
Th,24/11/1988,120.41,133.96,491.09,0,,
We,23/11/1988,120.11,133.14,489.85,0,,
Tu,22/11/1988,119.43,133.6,486.99,0,,
Mo,21/11/1988,118.79,134.4,484.29,0,,
,,,,,,,
Fr,18/11/1988,118.12,135.92,481.57,0,,
Th,17/11/1988,117.64,134.84,479.31,0,,
We,16/11/1988,117.46,134.38,478.61,0,,
Tu,15/11/1988,117.56,135.27,478.92,,,
Mo,14/11/1988,116.86,135.46,476.09,0,,
,,,,,,,
Fr,11/11/1988,117.55,136.46,478.95,0,,
Th,10/11/1988,116.9,136.99,476.28,0,,
We,09/11/1988,116.57,138.26,474.9,0,,
Tu,08/11/1988,115.61,137.3,470.96,0,,
Mo,07/11/1988,115.09,137.23,468.84,0,,
,,,,,,,
Fr,04/11/1988,115.66,135.62,471.21,0,,
Th,03/11/1988,116.76,133.66,475.77,0,,
We,02/11/1988,116.54,132.75,474.88,0,,
Tu,01/11/1988,116.34,131.83,474.06,0,,
Mo,31/10/1988,116.6,132.54,475.07,,,
,,,,,,,
Fr,28/10/1988,115.72,132.46,471.48,0,,
Th,27/10/1988,115.59,131.36,470.98,0,,
We,26/10/1988,115.77,130.35,471.76,0,,
Tu,25/10/1988,115.08,130.76,468.89,0,,
Mo,24/10/1988,114.89,130.88,468.11,0,,
,,,,,,,
Fr,21/10/1988,115.6,130.93,470.98,0,,
Th,20/10/1988,115.08,130.73,468.78,0,,
We,19/10/1988,113.96,131.79,464.19,0,,
Tu,18/10/1988,113.9,132.4,463.88,0,,
Mo,17/10/1988,113.74,131.47,463.29,0,,
,,,,,,,
Fr,14/10/1988,113.27,131.29,461.4,0,,
Th,13/10/1988,112.57,130.78,458.5,0,,
We,12/10/1988,111.63,132.89,454.59,0,,
Tu,11/10/1988,111.57,132.99,454.3,0,,
Mo,10/10/1988,110.82,133.52,451.23,,,
,,,,,,,
Fr,07/10/1988,110.18,132.75,448.63,0,,
Th,06/10/1988,109.02,132.23,443.89,0,,
We,05/10/1988,109.37,133.34,445.21,0,,
Tu,04/10/1988,109.57,134.7,446.01,0,,
Mo,03/10/1988,109.33,134.21,445.04,0,,
,,,,,,,
Fr,30/09/1988,109.62,133.74,446.17,0,,
Th,29/09/1988,109.23,133.17,444.58,0,,
We,28/09/1988,108.55,133.21,441.8,0,,
Tu,27/09/1988,107.9,134.38,439.15,0,,
Mo,26/09/1988,107.26,134.17,436.52,0,,
,,,,,,,
Fr,23/09/1988,107.76,133.65,438.64,0,,
Th,22/09/1988,107.69,133.08,438.37,0,,
We,21/09/1988,108.19,133.07,440.36,0,,
Tu,20/09/1988,108.05,132.87,439.81,0,,
Mo,19/09/1988,108.5,132,441.66,0,,
,,,,,,,
Fr,16/09/1988,108.47,131.45,441.56,0,,
Th,15/09/1988,108.12,130.86,440.14,0,,
We,14/09/1988,108,130.73,439.68,0,,
Tu,13/09/1988,108.17,129.15,440.46,0,,
Mo,12/09/1988,107.52,129.53,437.82,0,,
,,,,,,,
Fr,09/09/1988,107.46,129.81,437.52,0,,
Th,08/09/1988,107.33,129.6,437,0,,
We,07/09/1988,107.2,128.25,436.55,,,
Tu,06/09/1988,106.36,127.89,433.12,0,,
Mo,05/09/1988,105.84,127.67,430.99,0,,
,,,,,,,
Fr,02/09/1988,104.87,126.41,427.08,0,,
Th,01/09/1988,103.79,125.63,422.69,0,,
We,31/08/1988,105.28,125.92,428.75,0,,
Tu,30/08/1988,106.51,125.92,433.77,0,,
Mo,29/08/1988,106.48,126.39,433.59,0,,
,,,,,,,
Fr,26/08/1988,106.89,127.67,435.3,,,
Th,25/08/1988,107.5,127.58,437.8,,,
We,24/08/1988,107.47,127.6,437.61,,,
Tu,23/08/1988,107.43,126.57,437.48,,,
Mo,22/08/1988,107.72,127.39,438.65,,,
,,,,,,,
Fr,19/08/1988,108.88,128.34,443.33,,,
Th,18/08/1988,108.71,128.89,442.63,,,
We,17/08/1988,108.73,128.86,442.73,,,
Tu,16/08/1988,108.75,128.23,442.88,,,
Mo,15/08/1988,108.17,129.43,440.47,,,
,,,,,,,
Fr,12/08/1988,108.87,129.27,443.37,,,
Th,11/08/1988,108.39,128.58,441.37,0,,
We,10/08/1988,107.58,128.78,438.09,,,
Tu,09/08/1988,109.73,128.74,446.9,,,
Mo,08/08/1988,110.83,128.9,451.46,,,
,,,,,,,
Fr,05/08/1988,111.11,128.95,452.6,0,,
Th,04/08/1988,111.57,128.88,454.5,,,
We,03/08/1988,112.02,128.68,456.31,,,
Tu,02/08/1988,112.25,129.34,457.19,,,
Mo,01/08/1988,112.27,130.01,457.23,,,
,,,,,,,
Fr,29/07/1988,111.59,129.92,454.48,,,
Th,28/07/1988,110.3,129.31,449.27,,,
We,27/07/1988,109.93,128.41,447.79,,,
Tu,26/07/1988,109.05,127.72,444.22,,,
Mo,25/07/1988,109.04,129.18,444.19,,,
,,,,,,,
Fr,22/07/1988,109.32,130.41,445.31,,,
Th,21/07/1988,109.79,129.79,447.22,,,
We,20/07/1988,109.43,129.17,445.71,,,
Tu,19/07/1988,107.8,129.52,439.01,,,
Mo,18/07/1988,108.4,130.01,441.43,,,
,,,,,,,
Fr,15/07/1988,109.18,130.9,444.58,,,
Th,14/07/1988,110.17,131.75,448.62,,,
We,13/07/1988,109.91,132.22,447.56,0,,
Tu,12/07/1988,110.2,132.03,448.77,,,
Mo,11/07/1988,110.49,132.12,449.92,,,
,,,,,,,
Fr,08/07/1988,110.78,132.32,451.13,,,
Th,07/07/1988,110.77,132.72,451.08,0,,
We,06/07/1988,110.04,133.28,448.1,,,
Tu,05/07/1988,109.49,133.46,445.84,,,
Mo,04/07/1988,108.1,134.06,440.14,,,
,,,,,,,
Fr,01/07/1988,109,134.25,443.84,,,
Th,30/06/1988,109.75,133.71,446.84,,,
We,29/06/1988,109.11,134.25,444.24,,,
Tu,28/06/1988,110.19,132.8,448.73,,,
Mo,27/06/1988,109.27,132.49,444.99,,,
,,,,,,,
Fr,24/06/1988,111.19,133.74,452.82,,,
Th,23/06/1988,112.07,134.47,456.4,,,
We,22/06/1988,112.5,134.66,458.11,,,
Tu,21/06/1988,112.86,134.23,459.58,,,
Mo,20/06/1988,112.87,135.26,459.62,0,,
,,,,,,,
Fr,17/06/1988,113.65,134.42,462.82,,,
Th,16/06/1988,113.69,132.18,463.05,,,
We,15/06/1988,114.22,132.52,465.17,,,
Tu,14/06/1988,113.85,131.4,463.66,,,
Mo,13/06/1988,114,131.07,464.35,0,,
,,,,,,,
Fr,10/06/1988,114.01,131.89,464.4,0,,
Th,09/06/1988,113.95,132.44,464.13,0,,
We,08/06/1988,113.24,131.39,461.29,0,,
Tu,07/06/1988,112.07,131.42,456.53,0,,
Mo,06/06/1988,112.03,129.98,456.4,,,
,,,,,,,
Fr,03/06/1988,111.46,130.92,454,0,,
Th,02/06/1988,110.92,131.27,451.74,0,,
We,01/06/1988,111.42,131.39,453.8,0,,
Tu,31/05/1988,110.04,129.62,448.23,0,,
Mo,30/05/1988,108.16,128.7,440.59,,,
,,,,,,,
Fr,27/05/1988,108.91,129.04,443.64,0,,
Th,26/05/1988,109.75,128.01,447.07,0,,
We,25/05/1988,109.93,128.25,447.77,0,,
Tu,24/05/1988,109.57,127.09,446.37,0,,
Mo,23/05/1988,108.99,127.33,443.98,0,,
,,,,,,,
Fr,20/05/1988,109.51,126.76,446.11,0,,
Th,19/05/1988,109.55,125.43,446.31,0,,
We,18/05/1988,110.03,124.22,448.31,0,,
Tu,17/05/1988,110.71,123.91,451.06,0,,
Mo,16/05/1988,111.42,123.31,453.96,0,,
,,,,,,,
Fr,13/05/1988,110.78,122.72,451.37,,,
Th,12/05/1988,110.02,122.29,448.31,0,,
We,11/05/1988,110.1,122.34,448.65,0,,
Tu,10/05/1988,111.34,120.97,453.75,0,,
Mo,09/05/1988,111.06,121.47,452.59,0,,
,,,,,,,
Fr,06/05/1988,111.77,121.18,455.48,0,,
Th,05/05/1988,112.47,121.15,458.39,0,,
We,04/05/1988,112.54,123.11,458.63,0,,
Tu,03/05/1988,113.05,124.28,460.72,0,,
Mo,02/05/1988,112.67,124.97,459.1,0,,
,,,,,,,
Fr,29/04/1988,112.45,126.27,458.16,0,,
Th,28/04/1988,112.77,126.79,459.45,0,,
We,27/04/1988,112.35,125.7,457.82,0,,
Tu,26/04/1988,112.75,124.55,459.45,0,,
Mo,25/04/1988,112.34,124.97,457.69,,,
,,,,,,,
Fr,22/04/1988,111.42,124.65,453.95,,,
Th,21/04/1988,111.38,122.76,453.92,0,,
We,20/04/1988,111.74,121.14,455.43,0,,
Tu,19/04/1988,111.72,119.52,455.39,0,,
Mo,18/04/1988,111.85,120.86,455.92,,,
,,,,,,,
Fr,15/04/1988,112.56,120.64,458.82,0,,
Th,14/04/1988,113.37,123.48,462.13,0,,
We,13/04/1988,113.71,123.08,463.45,0,,
Tu,12/04/1988,113.44,122.62,462.32,0,,
Mo,11/04/1988,113.14,121.57,461.1,0,,
,,,,,,,
Fr,08/04/1988,112.93,120.88,460.27,0,,
Th,07/04/1988,112.17,119.94,457.18,0,,
We,06/04/1988,111.71,119.06,455.29,0,,
Tu,05/04/1988,110.39,118.02,449.91,0,,
Mo,04/04/1988,110.72,119.08,451.23,0,,
,,,,,,,
Fr,01/04/1988,111.22,120.68,453.23,,,
Th,31/03/1988,111.22,120.64,453.23,,,
We,30/03/1988,110.74,120.7,451.22,0,,
Tu,29/03/1988,110.44,119.69,450.04,0,,
Mo,28/03/1988,109.32,119.55,445.43,0,,
,,,,,,,
Fr,25/03/1988,109.36,119.71,445.75,0,,
Th,24/03/1988,110.62,120.46,450.96,0,,
We,23/03/1988,111.54,119.53,454.7,0,,
Tu,22/03/1988,111.11,117.72,452.92,0,,
Mo,21/03/1988,111.54,117.89,454.74,0,,
,,,,,,,
Fr,18/03/1988,111.35,117.39,453.95,0,,
Th,17/03/1988,110.93,115.96,452.31,,,
We,16/03/1988,110.42,114.55,450.29,,,
Tu,15/03/1988,109.65,115.33,447.18,,,
Mo,14/03/1988,109.44,115.58,446.29,,,
,,,,,,,
Fr,11/03/1988,109.41,114.93,446.21,,,
Th,10/03/1988,109.52,114.51,446.68,,,
We,09/03/1988,110.05,114.1,448.77,,,
Tu,08/03/1988,109.6,114.29,446.89,,,
Mo,07/03/1988,109.47,113.89,446.38,,,
,,,,,,,
Fr,04/03/1988,108.91,113.17,444.09,,,
Th,03/03/1988,108.85,111.74,443.87,,,
We,02/03/1988,108.95,111.14,444.26,,,
Tu,01/03/1988,108.53,111.33,442.56,,,
Mo,29/02/1988,108.07,109.68,440.68,,,
,,,,,,,
Fr,26/02/1988,107.1,108.8,436.75,,,
Th,25/02/1988,106.99,109.94,436.28,,,
We,24/02/1988,106.69,110.53,435.01,,,
Tu,23/02/1988,106.5,110.6,434.31,,,
Mo,22/02/1988,106.19,110.11,433.05,,,
,,,,,,,
Fr,19/02/1988,104.87,109.86,427.65,,,
Th,18/02/1988,104.2,110.08,424.95,,,
We,17/02/1988,103.71,109.83,423,,,
Tu,16/02/1988,103.3,109.66,421.32,,,
Mo,15/02/1988,102.53,109.08,418.15,,,
,,,,,,,
Fr,12/02/1988,101.6,108.03,414.33,,,
Th,11/02/1988,101.92,108.56,415.67,,,
We,10/02/1988,101.69,108.44,414.69,,,
Tu,09/02/1988,100.37,108.3,409.27,,,
Mo,08/02/1988,100.41,108.08,409.51,,,
,,,,,,,
Fr,05/02/1988,100.76,107.78,410.92,,,
Th,04/02/1988,101.09,109.02,412.17,,,
We,03/02/1988,101.16,109.42,412.4,,,
Tu,02/02/1988,101.66,108.64,414.43,,,
Mo,01/02/1988,101.51,108.93,413.83,,,
,,,,,,,
Fr,29/01/1988,102.33,109.42,417.21,,,
Th,28/01/1988,101.92,108.73,415.55,,,
We,27/01/1988,100.67,107.86,410.44,,,
Tu,26/01/1988,101.1,108.63,412.21,,,
Mo,25/01/1988,101.16,110.05,412.4,,,
,,,,,,,
Fr,22/01/1988,99.2,109.99,404.4,,,
Th,21/01/1988,98.38,109.91,401.02,,,
We,20/01/1988,98.51,110.95,401.51,,,
Tu,19/01/1988,99.22,110.36,404.36,,,
Mo,18/01/1988,99.69,109.35,406.25,,,
,,,,,,,
Fr,15/01/1988,98.64,106.18,402,,,
Th,14/01/1988,99.26,104.95,404.64,,,
We,13/01/1988,98.72,105.73,402.43,,,
Tu,12/01/1988,99.04,107.44,403.7,,,
Mo,11/01/1988,99.11,105.17,404.04,,,
,,,,,,,
Fr,08/01/1988,99.16,108.32,404.26,,,
Th,07/01/1988,102.04,107.8,416.05,,,
We,06/01/1988,101.26,106.41,412.84,,,
Tu,05/01/1988,99.7,103.83,406.64,,,
Mo,04/01/1988,99.91,99.84,407.56,,,
,,,,,,,
Fr,01/01/1988,100,100,407.99,,,
Th,31/12/1987,100,100,407.99,,,
We,30/12/1987,,,405.94,,,
Tu,29/12/1987,,,402.83,,,
Mo,28/12/1987,,,406.43,,,
,,,,,,,
Fr,25/12/1987,,,412.81,,,
Th,24/12/1987,,,412.81,,,
We,23/12/1987,,,412.43,,,
Tu,22/12/1987,,,410.73,,,
Mo,21/12/1987,,,411.56,,,
,,,,,,,
Fr,18/12/1987,,,409.34,,,
Th,17/12/1987,,,407.35,,,
We,16/12/1987,,,407.79,,,
Tu,15/12/1987,,,404.53,,,
Mo,14/12/1987,,,403.75,,,
,,,,,,,
Fr,11/12/1987,,,398.53,,,
Th,10/12/1987,,,397.62,,,
We,09/12/1987,,,393.52,,,
Tu,08/12/1987,,,390.97,,,
Mo,07/12/1987,,,383.58,,,
,,,,,,,
Fr,04/12/1987,,,381.87,,,
Th,03/12/1987,,,385.29,,,
We,02/12/1987,,,392.26,,,
Tu,01/12/1987,,,390.86,,,
Mo,30/11/1987,,,391.76,,,
,,,,,,,
Fr,27/11/1987,,,401.94,,,
Th,26/11/1987,,,403.64,,,
We,25/11/1987,,,403.02,,,
Tu,24/11/1987,,,400.1,,,
Mo,23/11/1987,,,396.19,,,
,,,,,,,
Fr,20/11/1987,,,395.54,,,
Th,19/11/1987,,,394.14,,,
We,18/11/1987,,,397.8,,,
Tu,17/11/1987,,,393.57,,,
Mo,16/11/1987,,,396.51,,,
,,,,,,,
Fr,13/11/1987,,,395.36,,,
Th,12/11/1987,,,390.9,,,
We,11/11/1987,,,380.98,,,
Tu,10/11/1987,,,383.43,,,
Mo,09/11/1987,,,391.3,,,
,,,,,,,
Fr,06/11/1987,,,400.86,,,
Th,05/11/1987,,,400.97,,,
We,04/11/1987,,,398.01,,,
Tu,03/11/1987,,,405.43,,,
Mo,02/11/1987,,,409.61,,,
,,,,,,,
Fr,30/10/1987,,,402.28,,,
Th,29/10/1987,,,386.95,,,
We,28/10/1987,,,384.28,,,
Tu,27/10/1987,,,385.53,,,
Mo,26/10/1987,,,378.35,,,
,,,,,,,
Fr,23/10/1987,,,402.41,,,
Th,22/10/1987,,,410.33,,,
We,21/10/1987,,,418.88,,,
Tu,20/10/1987,,,386.42,,,
Mo,19/10/1987,,,421.28,,,
,,,,,,,
Fr,16/10/1987,,,467.28,,,
Th,15/10/1987,,,478.1,,,
We,14/10/1987,,,484.38,,,
Tu,13/10/1987,,,486.51,,,
Mo,12/10/1987,,,484.1,,,
,,,,,,,
Fr,09/10/1987,,,485.48,,,
Th,08/10/1987,,,486.43,,,
We,07/10/1987,,,484.49,,,
Tu,06/10/1987,,,485.06,,,
Mo,05/10/1987,,,488.32,,,
,,,,,,,
Fr,02/10/1987,,,487.69,,,
Th,01/10/1987,,,485.23,,,
We,30/09/1987,,,485.4,,,
Tu,29/09/1987,,,486.51,,,
Mo,28/09/1987,,,490.54,,,
,,,,,,,
Fr,25/09/1987,,,481.5,,,
Th,24/09/1987,,,479.51,,,
We,23/09/1987,,,480.3,,,
Tu,22/09/1987,,,478.78,,,
Mo,21/09/1987,,,474.43,,,
,,,,,,,
Fr,18/09/1987,,,477.91,,,
Th,17/09/1987,,,476.94,,,
We,16/09/1987,,,476.68,,,
Tu,15/09/1987,,,478.49,,,
Mo,14/09/1987,,,480.06,,,
,,,,,,,
Fr,11/09/1987,,,482.16,,,
Th,10/09/1987,,,478.16,,,
We,09/09/1987,,,479.29,,,
Tu,08/09/1987,,,480.94,,,
Mo,07/09/1987,,,482.05,,,
,,,,,,,
Fr,04/09/1987,,,486.92,,,
Th,03/09/1987,,,488.51,,,
We,02/09/1987,,,491.12,,,
Tu,01/09/1987,,,492.18,,,
Mo,31/08/1987,,,494.7,,,
,,,,,,,
Fr,28/08/1987,,,493.27,,,
Th,27/08/1987,,,495.87,,,
We,26/08/1987,,,494.32,,,
Tu,25/08/1987,,,495.43,,,
Mo,24/08/1987,,,495.32,,,
,,,,,,,
Fr,21/08/1987,,,493.33,,,
Th,20/08/1987,,,487.7,,,
We,19/08/1987,,,481.95,,,
Tu,18/08/1987,,,481.32,,,
Mo,17/08/1987,,,481.32,,,
,,,,,,,
Fr,14/08/1987,,,482.6,,,
Th,13/08/1987,,,480.78,,,
We,12/08/1987,,,479.44,,,
Tu,11/08/1987,,,476.82,,,
Mo,10/08/1987,,,472.23,,,
,,,,,,,
Fr,07/08/1987,,,466.71,,,
Th,06/08/1987,,,466.82,,,
We,05/08/1987,,,463.37,,,
Tu,04/08/1987,,,460.76,,,
Mo,03/08/1987,,,466.34,,,
,,,,,,,
Fr,31/07/1987,,,467.74,,,
Th,30/07/1987,,,466.43,,,
We,29/07/1987,,,465.71,,,
Tu,28/07/1987,,,462.83,,,
Mo,27/07/1987,,,460.52,,,
,,,,,,,
Fr,24/07/1987,,,459.08,,,
Th,23/07/1987,,,450.5,,,
We,22/07/1987,,,446.96,,,
Tu,21/07/1987,,,450.47,,,
Mo,20/07/1987,,,454.45,,,
,,,,,,,
Fr,17/07/1987,,,461.46,,,
Th,16/07/1987,,,464.38,,,
We,15/07/1987,,,462.29,,,
Tu,14/07/1987,,,459.29,,,
Mo,13/07/1987,,,458.44,,,
,,,,,,,
Fr,10/07/1987,,,458.96,,,
Th,09/07/1987,,,456.42,,,
We,08/07/1987,,,453.88,,,
Tu,07/07/1987,,,456.09,,,
Mo,06/07/1987,,,454.72,,,
,,,,,,,
Fr,03/07/1987,,,460.57,,,
Th,02/07/1987,,,462.41,,,
We,01/07/1987,,,458.18,,,
Tu,30/06/1987,,,459.24,,,
Mo,29/06/1987,,,464.59,,,
,,,,,,,
Fr,26/06/1987,,,470.07,,,
Th,25/06/1987,,,470.33,,,
We,24/06/1987,,,469.47,,,
Tu,23/06/1987,,,468.23,,,
Mo,22/06/1987,,,468.25,,,
,,,,,,,
Fr,19/06/1987,,,473.39,,,
Th,18/06/1987,,,477.69,,,
We,17/06/1987,,,479.78,,,
Tu,16/06/1987,,,479.26,,,
Mo,15/06/1987,,,478.03,,,
,,,,,,,
Fr,12/06/1987,,,480.28,,,
Th,11/06/1987,,,479.29,,,
We,10/06/1987,,,477.62,,,
Tu,09/06/1987,,,473.11,,,
Mo,08/06/1987,,,471.97,,,
,,,,,,,
Fr,05/06/1987,,,466.94,,,
Th,04/06/1987,,,468.36,,,
We,03/06/1987,,,466.49,,,
Tu,02/06/1987,,,463.96,,,
Mo,01/06/1987,,,463.07,,,
,,,,,,,
Fr,29/05/1987,,,460.18,,,
Th,28/05/1987,,,459.37,,,
We,27/05/1987,,,459.42,,,
Tu,26/05/1987,,,461.92,,,
Mo,25/05/1987,,,462.3,,,
,,,,,,,
Fr,22/05/1987,,,459.2,,,
Th,21/05/1987,,,455.92,,,
We,20/05/1987,,,454.99,,,
Tu,19/05/1987,,,462.29,,,
Mo,18/05/1987,,,468.05,,,
,,,,,,,
Fr,15/05/1987,,,473.53,,,
Th,14/05/1987,,,476.5,,,
We,13/05/1987,,,473.82,,,
Tu,12/05/1987,,,476.07,,,
Mo,11/05/1987,,,475.66,,,
,,,,,,,
Fr,08/05/1987,,,476.53,,,
Th,07/05/1987,,,473.87,,,
We,06/05/1987,,,473.45,,,
Tu,05/05/1987,,,473.41,,,
Mo,04/05/1987,,,468.12,,,
,,,,,,,
Fr,01/05/1987,,,464.55,,,
Th,30/04/1987,,,460.21,,,
We,29/04/1987,,,453.87,,,
Tu,28/04/1987,,,454,,,
Mo,27/04/1987,,,456.14,,,
,,,,,,,
Fr,24/04/1987,,,463.72,,,
Th,23/04/1987,,,462.9,,,
We,22/04/1987,,,463.04,,,
Tu,21/04/1987,,,466.58,,,
Mo,20/04/1987,,,461.12,,,
,,,,,,,
Fr,17/04/1987,,,459.54,,,
Th,16/04/1987,,,459.54,,,
We,15/04/1987,,,455.65,,,
Tu,14/04/1987,,,453.09,,,
Mo,13/04/1987,,,448.05,,,
,,,,,,,
Fr,10/04/1987,,,454.12,,,
Th,09/04/1987,,,447.01,,,
We,08/04/1987,,,446.42,,,
Tu,07/04/1987,,,446.75,,,
Mo,06/04/1987,,,448.59,,,
,,,,,,,
Fr,03/04/1987,,,445.6,,,
Th,02/04/1987,,,439.55,,,
We,01/04/1987,,,437.37,,,
Tu,31/03/1987,,,435.35,,,
Mo,30/03/1987,,,436.18,,,
,,,,,,,
Fr,27/03/1987,,,441.48,,,
Th,26/03/1987,,,437.51,,,
We,25/03/1987,,,436.41,,,
Tu,24/03/1987,,,437,,,
Mo,23/03/1987,,,434.4,,,
,,,,,,,
Fr,20/03/1987,,,429.87,,,
Th,19/03/1987,,,426.27,,,
We,18/03/1987,,,427.41,,,
Tu,17/03/1987,,,425.59,,,
Mo,16/03/1987,,,420.77,,,
,,,,,,,
Fr,13/03/1987,,,421,,,
Th,12/03/1987,,,420.84,,,
We,11/03/1987,,,418.72,,,
Tu,10/03/1987,,,419.03,,,
Mo,09/03/1987,,,417.22,,,
,,,,,,,
Fr,06/03/1987,,,419.19,,,
Th,05/03/1987,,,419.62,,,
We,04/03/1987,,,418.66,,,
Tu,03/03/1987,,,414.09,,,
Mo,02/03/1987,,,412.78,,,
,,,,,,,
Fr,27/02/1987,,,410.59,,,
Th,26/02/1987,,,409.98,,,
We,25/02/1987,,,408.52,,,
Tu,24/02/1987,,,406.53,,,
Mo,23/02/1987,,,404.2,,,
,,,,,,,
Fr,20/02/1987,,,408.11,,,
Th,19/02/1987,,,407.15,,,
We,18/02/1987,,,405.58,,,
Tu,17/02/1987,,,404.66,,,
Mo,16/02/1987,,,399.96,,,
,,,,,,,
Fr,13/02/1987,,,399.67,,,
Th,12/02/1987,,,400.56,,,
We,11/02/1987,,,400.38,,,
Tu,10/02/1987,,,400.3,,,
Mo,09/02/1987,,,400.58,,,
